leaf_id,category,is_healthy,area,perimeter,hull_area,convexity,compactness,major_axis,minor_axis,aspect_ratio
2-1-13-3-1,simulated,0,1336010.5,19611.13721191883,1774309.5,0.752974889668347,0.0034737960322214047,1881.4158,428.63193,4.3893504
2-1-13-3-2,simulated,0,1361069.0,21873.550549030304,1892719.5,0.7191076120893772,0.0028447334159022197,1973.9934,425.9707,4.634106
2-1-13-3-4,simulated,0,1364289.0,20238.16368508339,1832697.5,0.7444158133025226,0.0033309197472453493,1952.3726,426.70245,4.5754895
2-1-13-3-5,simulated,0,1298288.5,22463.596355080605,1833419.0,0.7081242749202447,0.0025728391564388167,2014.7632,424.60898,4.744985
2-1-14-1-3,simulated,0,1301859.0,15249.239470005035,1608229.5,0.809498271235542,0.00559844712395247,1765.9733,447.78522,3.9437954
2-1-14-1-5,simulated,0,1278757.0,17237.718822479248,1654588.0,0.7728552364697435,0.004303565719428566,1877.7292,453.7331,4.1384006
2-1-14-2-1,simulated,0,1296878.5,14495.869850993156,1594459.5,0.8133655950496077,0.006171784142578642,1747.4631,459.43744,3.8034844
2-1-14-2-2,simulated,0,1251442.5,15702.168402314186,1593541.5,0.7853215620678846,0.0050756496659066655,1727.6337,439.89496,3.9273777
2-1-14-2-3,simulated,0,1325597.0,15822.97958445549,1654843.5,0.8010407026404611,0.005294622209657662,1871.3176,457.77487,4.087856
2-1-14-2-4,simulated,0,1185758.5,18407.504742980003,1593297.5,0.7442166324870277,0.0034995032762007742,1885.3041,445.65802,4.230383
2-1-14-3-1,simulated,0,1286723.0,17129.194875478745,1654370.0,0.7777722033160659,0.004385419702401057,1852.196,442.6605,4.184236
